Date,Close,High,Low,Open,Volume
2021-04-12,15.17076301574707,15.313902572730411,14.10370261858076,14.253824546574181,869324000
2021-04-13,15.640080451965332,15.660529096417902,15.087722573627937,15.193206795688422,676212000
2021-04-14,15.238592147827148,15.6809766998769,15.189216132761569,15.585716806366602,385500000
2021-04-15,16.096681594848633,16.173487680774556,15.592202403913975,15.623124606404787,598480000
2021-04-16,15.872495651245117,16.12510909130004,15.825363694035376,16.012641545241966,335208000
2021-04-19,15.323128700256348,15.767758276852438,15.194702542617696,15.497439688816309,404420000
2021-04-20,15.133110046386719,15.458040514541521,14.925383538117353,15.28472739555049,334132000
2021-04-21,15.321883201599121,15.323878028896175,15.064282220242037,15.08074025890028,216776000
2021-04-22,14.81291389465332,15.399685082246794,14.746331191725861,15.336344329965497,277788000
2021-04-23,15.226872444152832,15.296446921011565,14.862790304524419,14.896704270923427,227500000
2021-04-26,15.439087867736816,15.44008575706988,15.086975624680411,15.146825202745054,197796000
2021-04-27,15.343080520629883,15.631104301229037,15.31589873770508,15.539335580819824,164572000
2021-04-28,15.23834228515625,15.493200723239772,15.177246540337377,15.325872106378812,209416000
2021-04-29,15.286221504211426,15.397690199904106,15.033608086346442,15.36128198854834,173196000
2021-04-30,14.97176742553711,15.326373960860678,14.959299039328798,15.136353548083626,201912000
2021-05-03,14.799450874328613,15.208419994100598,14.750325037459865,15.086976191807661,203912000
2021-05-04,14.315169334411621,14.600699789762439,13.975027035475872,14.600450555269253,405324000
2021-05-05,14.422149658203125,14.776257644037008,14.351328061036348,14.672019599835691,292024000
2021-05-06,14.486488342285156,14.534617237657999,14.182255771749805,14.4588080917108,193380000
2021-05-07,14.775010108947754,14.933111336631207,14.634863276725753,14.771020454684466,229328000
2021-05-10,14.22988510131836,14.768776709960429,14.214174766121413,14.750073658170713,268904000
2021-05-11,14.270282745361328,14.318660873982997,13.715431575761658,13.790242830465013,285584000
2021-05-12,13.72391128540039,14.224399880312989,13.674785449771695,13.974279724476874,303408000
2021-05-13,13.63089370727539,14.045349728476552,13.425162054864115,13.998467009467184,285404000
2021-05-14,14.207192420959473,14.291978764788404,13.713935458707894,13.855080192512533,258616000
2021-05-17,14.129886627197266,14.13362704722991,13.818671694394718,14.121407897860808,216980000
2021-05-18,13.980511665344238,14.368035115402556,13.968790986386999,14.231130241326667,186256000
2021-05-19,14.030386924743652,14.04410243148695,13.509200522328285,13.532391695784717,344000000
2021-05-20,14.575764656066895,14.646835496933809,14.234624429650347,14.26654357133562,321592000
2021-05-21,14.954058647155762,15.183730127808582,14.832116394533218,15.125626149353618,672992000
2021-05-24,15.572750091552734,15.705415135802376,15.137845424049145,15.174253635999285,554816000
2021-05-25,15.60841178894043,15.778732192206977,15.443577398975853,15.726364404401615,435408000
2021-05-26,15.660527229309082,15.754041525206162,15.547063711617795,15.69469137749072,370440000
2021-05-27,15.449060440063477,15.71040181104527,15.421130958607247,15.660278094852826,581476000
2021-05-28,16.203659057617188,16.236577036281336,15.46202947906416,15.46202947906416,644536000
2021-06-01,16.22360610961914,16.347045652019425,15.86326447044786,16.229093072524805,472804000
2021-06-02,16.73607063293457,16.876218447528885,16.194685654349467,16.211393881108727,594168000
2021-06-03,16.927085876464844,17.215609998459154,16.541308933559474,16.65876306621484,580008000
2021-06-04,17.534059524536133,17.616599909816845,17.052523208969372,17.069478766631683,617120000
2021-06-07,17.574705123901367,17.76771918028066,17.149528167001655,17.52707659864361,575756000
2021-06-08,17.413114547729492,17.577200286108283,17.20763114477439,17.48318750071493,323848000
2021-06-09,17.31857681274414,17.534832519599075,17.216312069425967,17.47571805921768,381656000
2021-06-10,17.38517189025879,17.452020091808027,17.13674237056941,17.3103444553602,287772000
2021-06-11,17.78451156616211,17.898251342387297,17.403883229039902,17.439550960234815,416308000
2021-06-14,17.97756576538086,17.9982683850617,17.62238044017172,17.865074363855577,321376000
2021-06-15,17.74784278869629,17.975073024219547,17.687481873167364,17.874054743695652,243032000
2021-06-16,17.769542694091797,17.913713159463825,17.544308692765206,17.750088435017112,307124000
2021-06-17,18.614606857299805,18.79195023048878,17.715667091470888,17.733874892512524,809656000
2021-06-18,18.596155166625977,19.330722547303935,18.541529844643833,18.741073548263532,968856000
2021-06-21,18.38513946533203,18.49414082431992,17.782021067546644,18.393120605009667,672384000
2021-06-22,18.843582153320312,18.92040773197676,18.343977066903633,18.429282365618864,580144000
2021-06-23,19.01369285583496,19.108975530104733,18.864534651482277,18.96430647751163,332356000
2021-06-24,19.161603927612305,19.375614096798248,19.044621470468723,19.183804200008918,320924000
2021-06-25,18.987504959106445,19.30128697907614,18.851317522351227,19.236435003149623,278364000
2021-06-28,19.9393253326416,20.03286106908621,19.274847095565143,19.317000214420624,495436000
2021-06-29,19.98097801208496,20.052812050401002,19.612072127487256,19.837056837882255,367632000
2021-06-30,19.956783294677734,20.116417450244846,19.818350342257432,19.95354060100911,326568000
2021-07-01,20.165803909301758,20.409245712086076,19.973244233081605,20.079002860645495,480136000
2021-07-02,20.44017791748047,20.458387624215238,20.24138402006787,20.39353564429944,342764000
2021-07-06,20.651193618774414,20.794365027841287,20.30374010137351,20.690104043459606,446708000
2021-07-07,20.32518768310547,20.827287563769445,20.285529389265694,20.805837070095645,418428000
2021-07-08,19.857263565063477,20.086986749821186,19.655725557948074,19.81111987540912,503300000
2021-07-09,20.004425048828125,20.03435717009147,19.709102017056413,19.91687611559388,296624000
2021-07-12,20.465620040893555,20.485822176822126,20.141611349333026,20.193741842138916,321984000
2021-07-13,20.20371437072754,20.414481818949785,20.068025547001593,20.353869716731154,290708000
2021-07-14,19.79615020751953,20.371083224348496,19.707604117466037,20.31122089134156,380100000
2021-07-15,18.92290496826172,19.801642801831328,18.815401275503216,19.76647364963509,550564000
2021-07-16,18.119487762451172,19.113211442977995,18.031689563231986,18.98700141266361,688224000
